#Videos: id, id_parent (main video id), id_artist (from Artist table), name, video type (main/alternate/duplicate/dance), youtube link ID, views, likes, publishedon, lastupdate, dead (y means it was removed from youtube)
904,,111,"In Heaven","main","F3nCVLlhXmc",5832617,65929,"2012-01-05","2018-11-12 20:27:22","n"
905,,111,"Get Out","main","QScKUGCS6Ko",5489446,52503,"2012-01-07","2018-11-12 20:28:01","n"
906,0,175,"Ma Boy","main","X6XXia5B2Wg",79817671,312124,"2011-05-02","2018-11-15 09:52:01","n"
907,906,175,"Ma Boy","dance","Z-XPIxwhY-Q",8486007,29698,"2011-05-12","2018-11-12 20:31:03","n"
908,597,9,"Wild","alternate","wOl_wbDLaiU",922551,7413,"2013-05-09","2018-11-12 20:34:02","n"
909,0,186,"Vibrato","main","pOmTdFpIDX8",9406860,96506,"2015-07-19","2018-11-12 20:38:01","n"
910,0,26,"Gotta go to work","main","mjP5mx30g8c",6948587,118418,"2015-07-19","2018-11-12 20:42:01","n"
911,,207,"Mirotic","main","HtJS32n6LNQ",53823586,407030,"2009-11-25","2018-11-15 08:12:01","n"
912,,207,"Keep your head down","main","djJb5iSL0Do",22603393,149068,"2011-01-03","2018-11-12 20:51:04","n"
913,912,207,"Keep your head down","alternate","mm490aUEAZ8",4086779,26776,"2011-01-31","2018-11-12 20:56:02","n"
914,912,207,"Keep your head down","alternate","LgbHV067DUE",1852687,12819,"2011-02-06","2018-11-12 20:56:07","n"
915,,207,"Catch me","main","PfUlE2LlGro",29753888,272781,"2012-09-24","2018-11-12 20:57:25","n"
917,0,68,"That XX","main","j57IzkTFnT8",73493889,594098,"2012-08-31","2018-11-15 06:36:02","n"
920,0,129,"U Go Girl","main","v8Y3NL1KeNQ",10205839,71087,"2011-04-03","2018-11-14 16:12:02","n"
921,0,129,"Chitty Chitty Bang Bang","main","gzAHCDBXRM0",2412326,10575,"2010-04-20","2016-04-13 00:00:00","y"
922,584,29,"Lollipop","duplicate","Wee4TOi-mkc",3243416,10299,"2009-07-14","2016-06-30 00:00:00","y"
923,0,168,"Poison","main","TP56DuUpKBE",22695682,123220,"2012-09-12","2018-11-12 20:59:01","n"
924,,210,"Neverland","main","n3dF0Y7deb0",18428322,149094,"2011-08-31","2018-11-12 21:01:05","n"
925,924,210,"Neverland","dance","nW8UW4yAKEU",5033214,51145,"2011-09-25","2018-11-12 21:04:01","n"
926,,210,"0330","main","h1zOhQQpw6U",14810549,125187,"2011-03-29","2018-11-12 21:06:01","n"
927,,189,"No Other","main","SnMoDDbEccE",82602200,491814,"2010-07-07","2018-11-15 08:44:02","n"
928,927,189,"No Other","duplicate","ucsoXkwI8v4",5237507,48204,"2011-07-06","2017-11-08 00:00:00","y"
929,,32,"Her","main","o0WCva5Stk4",25166879,301763,"2014-07-23","2018-11-12 21:07:12","n"
930,,32,"Nillili Mambo","main","4AYJZvHeKFo",21460901,229503,"2012-10-16","2018-11-12 21:08:02","n"
932,,32,"NalinA","main","grrpg_r1Nb8",18274920,194414,"2012-02-01","2018-11-12 21:10:01","n"
934,,219,"So Hot","main","lmun5PO54VE",16230517,145867,"2008-12-11","2018-11-12 21:10:07","n"
936,937,219,"Tell me","duplicate","BlHv3BbBv6A",9950055,78703,"2008-01-28","2018-11-13 19:49:23","n"
937,0,219,"Tell me","main","3vVHy0XoIN4",10826856,55008,"2008-12-09","2018-11-13 19:50:02","n"
938,0,76,"Me Gustas Tu","main","m-CKVr6Z1Tw",45479101,257921,"2015-07-22","2017-11-09 00:00:00","y"
943,0,26,"YeY","main","8JQJ83aFNo8",15266206,207207,"2015-07-26","2018-11-13 18:04:01","n"
944,0,9,"Figaro","main","mCkfeMc-7IY",1765675,12120,"2011-08-18","2018-11-13 19:53:00","n"
945,0,193,"Sugar Free","main","q_eo5j5sib8",34942020,269928,"2014-09-10","2018-11-13 11:58:02","n"
946,0,219,"I Feel You","main","V9QXQz6uE0M",19470359,174188,"2015-08-02","2018-11-13 19:54:01","n"
947,,147,"Knock","main","5MTNJALBXzs",4569847,41672,"2014-09-02","2018-11-13 19:55:06","n"
948,947,147,"Knock","alternate","Gsav0hQXnsk",274108,4807,"2014-09-02","2018-11-13 19:56:01","n"
949,947,147,"Knock","alternate","sG1Ok0PiBks",3751496,34396,"2014-09-03","2018-11-13 19:57:19","n"
951,,193,"So Crazy","main","maSoUetHock",26552768,185484,"2015-08-03","2018-11-13 19:58:07","n"
952,,18,"Petal","main","CDhfIgS4aAo",7158756,59901,"2015-08-03","2018-11-13 20:00:02","n"
953,0,74,"ZUTTER","main","D8t8A8E_Tqc",59127415,642605,"2015-08-04","2018-11-15 08:00:02","n"
954,,158,"Father","main","ig8AaFSzzGI",11177040,133805,"2015-03-28","2018-11-14 23:20:02","n"
955,,158,"Right Now","main","UmHdefsaL6I",43356097,249809,"2010-10-20","2018-11-15 06:12:01","n"
956,955,158,"Right Now","alternate","jWXcjZ3LX3c",2159601,11825,"2010-10-21","2018-11-14 23:28:07","n"
957,,158,"Korea","main","rpYq1lSce1U",50781195,184547,"2012-07-30","2018-11-15 06:59:29","n"
958,,158,"Bird","main","2pB0zurYJAc",2825661,14282,"2013-03-07","2018-11-14 23:29:51","n"
959,,158,"We are the one","main","VOud7M_qzGk",6474813,39688,"2013-03-07","2018-11-14 23:31:05","n"
961,864,18,"Remember","dance","cjqxQganZaY",9786733,61993,"2015-07-22","2018-11-13 20:01:14","n"
962,0,18,"U You","main","uBezVQweeUE",10000835,0,"2013-09-02","2016-01-13 00:00:00","y"
963,,78,"Into the new world","main","0k2Zzkw_-0I",28845403,328193,"2011-06-02","2018-11-13 20:02:02","n"
964,,78,"Girl&#39;s Generation","main","IbLh4i40I4E",12297373,111707,"2011-06-02","2018-11-13 20:04:08","n"
965,,78,"Kissing You","main","r3yxxe66LXs",9436834,85789,"2011-06-02","2018-11-13 20:06:01","n"
966,,78,"Baby Baby","main","J0OGl8WzpXM",3825075,43220,"2011-06-02","2018-11-13 20:07:16","n"
968,,78,"Way to Go!","main","_0Ke2fThnG0",4016371,44571,"2011-07-07","2018-11-13 20:08:02","n"
970,129,78,"Run Devil Run (Japanese)","alternate","LJReD9chwFk",4599766,28426,"2012-04-03","2018-11-13 20:08:07","n"
971,129,78,"Run Devil Run","alternate","13N5oBdXUHg",4247233,16480,"2011-07-06","2018-11-13 20:09:52","n"
972,,79,"OMG","main","V-yT_c8ZL2Y",3051144,32747,"2012-06-05","2018-11-13 20:10:01","n"
973,0,9,"Yes or No","main","93k-27ayds0",384880,8936,"2015-08-14","2018-11-13 20:10:07","n"
974,0,78,"Lion Heart","main","nVCubhQ454c",94890509,729546,"2015-08-17","2018-11-15 09:44:01","n"
975,,172,"Married To The Music","main","bcu7yZBeSKw",16198860,275290,"2015-08-02","2018-11-13 18:07:08","n"
976,975,172,"Married To The Music","duplicate","q1Jkfyn0tC0",4565162,104891,"2015-08-13","2018-11-13 18:08:02","n"
978,,78,"You Think","main","hJYGddE0vHc",40998110,441541,"2015-08-18","2018-11-14 16:29:00","n"
979,0,93,"Because I&#39;m The Best","main","ib_1ATfr8wM",86985868,696667,"2015-08-20","2018-11-15 07:26:01","n"
982,0,44,"MTBD","main","9LvdPuDhewY",5467517,63353,"2014-04-04","2016-11-14 00:00:00","y"
984,,224,"Breathe","main","yEw1WGEq5D4",5665507,89860,"2014-06-05","2018-11-13 18:10:02","n"
985,,224,"Spectacular","main","J6xPw2UWNQg",2653790,23946,"2012-07-03","2018-11-13 18:11:04","n"
986,,224,"Here I Am","main","tg918Ogclgs",4228644,32842,"2011-03-17","2018-11-13 18:16:02","n"
987,,224,"Watch Out!!","main","DCmk7giedlU",1638178,11968,"2011-07-07","2018-11-13 18:20:01","n"
988,,224,"Beautiful Lady","main","HCEd1EiVnlw",1164303,13915,"2012-12-06","2018-11-13 18:24:02","n"
989,,224,"The day we broke up","main","1M1beIdYUl0",2293478,26176,"2013-03-24","2018-11-13 18:28:02","n"
990,,224,"The Ghost of Wind","main","RJa6n9Vw-mQ",1355697,19727,"2013-08-08","2018-11-13 18:36:01","n"
991,0,224,"Mazeltov","main","LTkJ9UK3JsQ",2450652,10032,"2010-01-13","2016-03-25 00:00:00","y"
993,,23,"Sweet Girl","main","5W7GSJ-4ZqQ",4587955,78213,"2015-08-09","2018-11-13 18:43:07","n"
994,,23,"Solo Day","main","vcSjLaQ4PQo",7860731,116362,"2014-07-13","2018-11-13 18:45:12","n"
995,,23,"Tried to walk","main","IxLV7M1sdjg",11395431,114492,"2012-11-12","2018-11-13 18:50:02","n"
996,,23,"OK","main","839DdUWbeLw",7531340,65332,"2011-04-20","2018-11-13 18:51:04","n"
997,,23,"What is Hapening?","main","oqxHy4G9FMI",14678876,128244,"2013-05-07","2018-11-13 18:54:01","n"
998,,23,"Lonely","main","CoObTyYr814",10368287,132945,"2014-01-12","2018-11-13 18:58:02","n"
999,,23,"Beautiful Target","main","zlruBjfjLtc",14026827,111428,"2011-09-15","2018-11-13 19:01:05","n"
1000,,23,"Baby I&#39;m sorry","main","Z37WOB7cf44",11898990,99787,"2012-03-13","2018-11-13 19:05:43","n"
1001,,23,"못된 것만 배워서","main","IC4ZCsgD3S0",8371934,60706,"2011-07-13","2018-11-13 19:06:07","n"
1002,999,23,"Beautiful Target (Japanese)","alternate","qIUVzF2XB5Q",4691370,0,"2012-06-03","2018-11-13 19:09:06","n"
1003,,23,"Baby Good Night","main","j_ZnxKSPJH8",15301168,114499,"2012-05-23","2018-11-13 19:12:01","n"
1004,998,23,"Lonely","duplicate","EAFcko_PGW0",2823215,46810,"2014-02-02","2018-11-13 19:15:37","n"
1005,0,23,"Good Night (jp)","main","lRpMqq_KrGM",4190103,0,"2012-08-16","2018-11-13 19:17:30","n"
1007,979,93,"Because I&#39;m The Best","alternate","QSNh47-cnL8",1505604,33813,"2015-09-06","2018-11-13 20:12:02","n"
1008,0,165,"Dumb Dumb","main","XGdbaEDVWp0",109319661,841801,"2015-09-08","2018-11-15 09:35:09","n"
1009,,189,"Magic","main","xMZ5nK5G71o",23775964,373622,"2015-09-15","2018-11-13 19:18:02","n"
1010,0,28,"Let&#39;s not fall in love","main","9jTo6hTZmiQ",145290964,1138559,"2015-08-04","2018-11-15 05:22:02","n"
1011,,193,"Day by Day (Dance Version)","main","kb6mCsvLqP0",14228075,70605,"2012-07-08","2018-11-13 20:12:07","n"
1012,,193,"Cry Cry","main","5M69TE1yzt4",33796970,125202,"2011-11-17","2018-11-12 20:45:25","n"
1013,1012,193,"Cry Cry","alternate","xMTSYvRyNzs",1686769,13816,"2011-11-20","2018-11-13 20:14:02","n"
1014,1012,193,"Cry Cry","dance","D-uF-lshe5M",4737986,26262,"2011-11-15","2018-11-13 20:18:02","n"
1015,1012,193,"Cry Cry","duplicate","-Ju79e8rM0c",13865376,86398,"2011-11-08","2018-11-13 20:19:29","n"
1016,589,193,"Roly Poly HD","alternate","AoW5QHB9EeE",915073,4969,"2011-06-28","2018-11-13 20:20:01","n"
1017,0,80,"If You Do","main","T0iPB_JyS5g",137606029,1410558,"2015-09-28","2018-11-15 05:20:01","n"
1018,,13,"Mind your own business","main","8mYCjGdlqxE",14204585,144717,"2015-09-29","2018-11-14 23:54:01","n"
1019,0,200,"I","main","4OrCA1OInoo",159864563,1405670,"2015-10-06","2018-11-15 05:11:05","n"
1020,,98,"Twenty-Three","main","42Gtm4-Ax2U",70323098,520765,"2015-10-22","2018-11-15 07:29:46","n"
1022,,65,"4 walls","main","4j7Umwfx60Q",33342543,455658,"2015-10-26","2018-11-13 11:59:30","n"
1023,,98,"Knees","main","L1JUfCyeT5E",2839340,30331,"2015-11-01","2018-11-13 20:21:04","n"
1024,,98,"Zezé","main","zfRs5hJuh98",5613850,50626,"2015-11-03","2018-11-13 20:22:01","n"
1025,,37,"Brave New World","main","8fMnBrts2cg",3738983,40994,"2015-11-04","2018-11-13 20:23:39","n"
1026,,98,"The shower","main","TRTquokWSCw",3824584,39852,"2015-11-05","2018-11-13 20:24:02","n"
1035,1017,80,"If You Do","dance","7PlVhV6V_4E",13735643,222436,"2015-10-06","2018-11-13 19:25:31","n"
1036,1017,80,"If You Do","dance","X1Et6DABZ5s",10662973,270960,"2015-10-23","2018-11-13 19:28:01","n"
1038,0,61,"Lightsaber","main","ukAvTZbnN94",17884357,470869,"2015-11-10","2018-11-13 19:31:04","n"
1040,0,37,"Warm Hole","main","hflLXh1M-is",2240800,27436,"2015-11-04","2018-11-13 20:33:09","n"
1041,0,60,"Hot Pink","main","8NaeaLW8CLY",51114476,334857,"2015-11-17","2018-11-15 09:28:02","n"
1043,0,9,"Sleepless Night","main","eycIuUZyJPY",809825,19229,"2015-11-23","2018-11-13 20:34:02","n"
1044,0,80,"Confession Song","main","gNLF7ysoc6w",14936755,357639,"2015-11-22","2018-11-13 19:35:03","n"
1045,1043,9,"Sleepless Night","alternate","wNnV2D7ME7A",3036474,34901,"2015-11-23","2018-11-13 20:35:57","n"
1046,,4,"I Don&#39;t Care","main","4MgAxMO1KD0",38373104,133043,"2009-08-27","2018-11-14 16:46:02","n"
1047,1046,4,"I Don&#39;t Care","alternate","MOY8t8rI6dY",1621474,4853,"2011-07-18","2018-11-13 20:36:02","n"
1048,1046,4,"I Don&#39;t Care","duplicate","zdZya6yATn0",12056469,84969,"2010-09-05","2018-11-13 20:36:07","n"
1049,0,199,"Wedding Dress","main","qIt6KCwlFPw",53387943,314639,"2009-11-15","2018-11-15 06:54:02","n"
1050,,28,"We like 2 Party","main","oFmfi1vM7co",75375506,678224,"2015-06-04","2018-11-15 08:20:02","n"
1052,,47,"Bar Bar Bar","main","yMqL1iWfku4",49157445,255970,"2013-06-23","2018-11-15 11:12:02","n"
1053,1052,47,"Bar Bar Bar","alternate","2eZHdYWhd-E",11347677,63663,"2013-09-08","2018-11-13 20:38:02","n"
1054,,47,"Lonely Christmas","main","qCPFK61Yu3M",12151747,56879,"2013-12-01","2018-11-13 20:39:12","n"
1055,,47,"Uh-ee","main","yyDG3BQRdDY",14080094,96622,"2014-03-31","2018-11-13 20:40:02","n"
1056,,61,"Love me right","main","RuqaVryDRd0",100976607,1301644,"2015-06-02","2018-11-15 08:58:02","n"
1057,,174,"Touch my Body","main","9txzvu6eQuw",78472870,369077,"2014-07-20","2018-11-15 09:54:02","n"
1058,,68,"One of a kind","main","rJnICByeL8Q",51577704,456081,"2012-08-24","2018-11-15 06:58:01","n"
1059,0,199,"Eyes, Nose, Lips","main","UwuAPyOImoI",138163080,1240138,"2014-06-02","2018-11-15 05:16:02","n"
1060,0,44,"Hello Bitches","main","8o4Zj98FeX4",41912348,950710,"2015-11-21","2018-11-15 07:52:01","n"
1061,0,181,"Lean on me","main","WzbvPKfLF2g",6710960,29832,"2015-09-21","2018-11-13 20:40:08","n"
1062,0,179,"You don&#39;t know me (She was pretty OST)","main","Ejs2u5z-I5k",9947382,53805,"2015-10-13","2018-11-13 20:41:04","n"
1063,1061,181,"Lean on me","alternate","QS_59uXCqHM",5099665,44015,"2015-09-21","2018-11-13 20:42:02","n"
1064,,71,"JOA","main","fc_KAC1Z0Ew",3456169,23075,"2015-09-21","2018-11-14 23:34:01","n"
1065,,71,"Shower Later","main","tgfuaDS-S2c",6138712,45191,"2014-01-14","2018-11-14 23:34:07","n"
1066,,71,"Get some air","main","JojOd079xwQ",16770537,97598,"2015-09-20","2018-11-15 06:18:02","n"
1067,,71,"Zotto Mola","main","RphbaMI3ams",4210203,38131,"2014-01-14","2018-11-14 23:35:26","n"
1068,0,72,"Bicycle","main","YT6keCFwu2w",4884745,29733,"2014-08-31","2018-11-13 20:43:10","n"
1069,,131,"Tears (Lip ver.)","main","77qAgl1SCPk",11074985,51549,"2013-01-28","2018-11-13 19:37:07","n"
1070,,131,"Turned off the TV","main","-HxaERgTNwY",9134930,46188,"2011-08-22","2018-11-13 19:38:07","n"
1071,,131,"Pursuing The Happiness","main","le0GI8FtB2o",3467187,18074,"2012-05-28","2018-11-13 19:39:33","n"
1072,,131,"Someday","main","2ijmmNmJ09k",2206491,11425,"2012-05-24","2018-11-13 19:42:02","n"
1073,,226,"No Make Up","main","eqcte1r3aiQ",21146561,148010,"2015-10-11","2018-11-14 06:59:39","n"
1074,,226,"Eat","main","Ibb5RhoKfzE",25387826,141139,"2015-05-18","2018-11-15 06:24:01","n"
1075,,226,"Yanghwa BRDG","main","uLUvHUzd4UA",21804186,133855,"2014-09-30","2018-11-15 06:56:02","n"
1076,0,226,"Just","main","Skhwqq-iGQM",10202782,56181,"2015-02-01","2018-11-14 23:36:02","n"
1077,,226,"Babay","main","84m-0uO39SY",8672533,35307,"2013-04-08","2018-11-14 23:36:07","n"
1078,,226,"Zero Gravity","main","P6smRvfNDL4",3640093,18031,"2015-03-22","2018-11-14 23:38:02","n"
1079,,226,"Two Melodies","main","Jkozsve2oKU",11736503,44166,"2013-03-05","2018-11-14 23:16:02","n"
1080,,49,"Oasis","main","_1SX7W1IfJw",15974783,103446,"2015-07-08","2018-11-14 06:34:01","n"
1081,1084,49,"Hug Me","duplicate","KRmJeoc2dR0",1071696,12907,"2014-06-11","2018-11-14 23:40:02","n"
1082,,49,"Sofa","main","Ianq_1GDzbE",3863064,39402,"2014-10-29","2018-11-14 23:41:05","n"
1083,,49,"Sometimes","main","VN4EusA9zmE",14847469,75478,"2014-04-01","2018-11-14 23:03:03","n"
1084,0,49,"Hug Me","main","zNkinODwdqk",4453085,41902,"2014-06-04","2018-11-14 23:42:01","n"
1085,,138,"Um Oh Ah Yeh","main","pFuJAIMQjHk",30378119,228711,"2015-06-18","2018-11-13 12:44:07","n"
1086,,138,"Mr Ambiguous","main","D15-XYRubsc",7208318,79831,"2014-06-17","2018-11-13 20:44:02","n"
1087,,138,"Ahh Oop!","main","JoqLnkcjZmQ",5358641,56050,"2015-04-01","2018-11-13 20:44:08","n"
1088,,138,"Don&#39;t be happy","main","mMYDxR26970",2909456,33153,"2014-01-08","2018-11-13 20:46:02","n"
1090,0,95,"Rhythm Ta","main","tYI5CriE6XU",49399834,632078,"2015-09-30","2018-11-15 08:36:01","n"
1091,,95,"My Type","main","ZS6vfv4sszg",45425303,514182,"2015-09-14","2018-11-14 08:08:02","n"
1092,0,95,"Apology","main","blSCDrx0CDA",24202106,355203,"2015-11-15","2018-11-13 19:44:02","n"
1093,,95,"Anthem","main","qdD7ciXKfzE",12467093,232752,"2015-11-15","2018-11-13 20:47:06","n"
1094,,95,"Airplane","main","ORzHsIWx8UQ",23166317,310067,"2015-09-30","2018-11-13 20:48:02","n"
1096,1090,95,"Rhythm Ta","dance","y4mgw8AcwL8",19318001,241595,"2015-10-06","2018-11-13 20:50:07","n"
1097,1043,9,"Sleepless Night","alternate","LMdZIZ6YbSE",124516,3947,"2015-11-29","2018-11-13 20:52:02","n"
1098,0,158,"Daddy","main","FrG4TEcSuRg",387138290,2986923,"2015-11-30","2018-11-15 04:31:05","n"
1099,,158,"Napal Baji","main","tF27TNC_4pc",58502229,352622,"2015-11-30","2018-11-15 06:49:09","n"
1100,0,40,"Dope","main","BVwAVbKYYeM",387104956,3855132,"2015-06-23","2018-11-15 04:18:01","n"
1101,1108,171,"Mansae","duplicate","MKbwrcIjfy8",14056870,182437,"2015-09-09","2018-11-13 20:52:07","n"
1102,1607,171,"Adore U","duplicate","JyQD-B_SqUU",9301398,134698,"2015-05-29","2018-11-13 20:54:02","n"
1103,1607,171,"Adore U","alternate","O1H_vLSgnZQ",4304456,99728,"2015-06-29","2018-11-13 11:20:02","n"
1104,1607,171,"Adore U","alternate","HQRl6iipA1w",4679868,70627,"2015-06-20","2018-11-13 11:23:13","n"
1105,1607,171,"Adore U","alternate","wPYLRdLZ5ts",8267260,105035,"2015-06-19","2018-11-13 11:33:27","n"
1106,1108,171,"Mansae","alternate","O1c4Z6wnvW4",6412997,145277,"2015-10-22","2018-11-13 20:55:10","n"
1107,1108,171,"Mansae","alternate","Lh6I4k5rYM4",3764828,75453,"2015-09-26","2018-11-13 20:56:01","n"
1108,,171,"Mansae","main","9M7k9ZV67c0",35834603,461135,"2015-09-09","2018-11-14 17:07:09","n"
1109,,208,"Like Ohh-Ahh","main","0rtV5esQT6I",268136627,1438968,"2015-10-19","2018-11-15 04:27:27","n"
1110,1109,208,"Like Ohh-Ahh","alternate","CtE2MauDkrs",3330663,48099,"2015-10-26","2018-11-13 20:56:07","n"
1111,1109,208,"Like Ohh-Ahh","alternate","ADmSA0eE8SU",28802708,219152,"2015-11-13","2018-11-13 20:57:10","n"
1112,,79,"Dear Santa","main","CL34w0xql7s",14714257,240133,"2015-12-03","2018-11-13 20:58:02","n"
1113,1112,79,"Dear Santa (eng ver)","alternate","FXbwcq6WZ-M",5998794,167295,"2015-12-03","2018-11-13 20:59:26","n"
1114,0,134,"For You","main","hyKBa3RNo4M",4274626,46938,"2015-12-06","2018-11-13 20:51:04","n"
1115,,134,"Candy Jelly Love","main","HRQEs4vOIrY",5675232,58084,"2014-11-16","2018-11-13 21:00:01","n"
1116,,134,"Hi~","main","zbnRfBGjeaw",3442036,46927,"2015-03-02","2018-11-13 21:01:14","n"
1117,0,134,"Shooting Star","main","5uX_wPvkgu8",1855673,29105,"2015-09-13","2018-11-13 21:02:02","n"
1118,1116,134,"Hi~","alternate","KMLrtgy6l00",1752796,18339,"2015-03-15","2018-11-13 21:03:22","n"
1119,,134,"어제처럼 굿나잇","main","YXGVpjqIopE",5163348,70013,"2014-11-09","2018-11-13 21:04:01","n"
1120,1115,134,"Candy Jelly Love","main","Bfejxue4vMs",1932847,23212,"2014-12-03","2018-11-13 21:05:53","n"
1121,1116,134,"Hi~","alternate","tx21BWh3OOE",1438418,12797,"2015-03-24","2018-11-13 21:06:02","n"
1122,1115,134,"Candy Jelly Love","alternate","kABkuIF7zWg",1625571,16752,"2014-12-08","2018-11-13 21:08:02","n"
1123,2278,125,"Aalow Aalow","alternate","o3C_frwl79A",2207744,19283,"2015-12-01","2017-09-05 00:00:00","y"
1124,0,125,"What About You","main","gJhZCQMEc68",1552471,21228,"2014-10-30","2017-09-05 00:00:00","y"
1125,0,125,"Sugar Sugar","main","JrSrXr5E7P0",1634115,19886,"2015-03-25","2017-09-05 00:00:00","y"
1126,0,125,"Pit-a-pat","main","E4nmCtkuqBw",1433230,13998,"2014-08-27","2018-06-21 00:00:00","y"
1127,0,40,"Run","main","5Wn85Ge22FQ",89142200,1506480,"2015-11-29","2018-11-15 05:48:01","n"
1128,1114,134,"For You","alternate","mFnN0q05_B4",1831497,26020,"2015-12-06","2018-11-13 21:10:02","n"
1129,,61,"Sing for you","main","nqaSboKBIuA",31296798,624583,"2015-12-09","2018-11-15 11:09:06","n"
1131,,28,"Garagara go!!","main","fkwPTz67sgI",45067394,113805,"2009-06-29","2018-11-14 08:20:01","n"
1132,,28,"My Heaven","main","Hjc03nySrbw",32563433,106796,"2009-05-25","2018-11-15 10:56:01","n"
1133,,28,"Beautiful Hangover","main","zYuYqgcWDWY",24529355,114802,"2010-08-24","2018-11-13 21:12:01","n"
1134,,28,"With U","main","FzRX52HWbzs",10079712,39952,"2008-10-09","2018-11-13 21:14:02","n"
1135,,28,"Number 1","main","NUa2o0CJMDw",6334664,25488,"2008-10-07","2018-11-13 21:18:01","n"
1136,0,28,"Goodbye Baby","main","IBK0nvJlfgw",1786020,18721,"2009-08-26","2018-11-13 21:19:41","n"
1137,600,9,"Dolls","alternate","fzJX1YdrbVw",1641984,7350,"2013-03-06","2018-11-13 21:20:02","n"
1138,601,9,"Gun","alternate","KuRFGoBDGPA",983855,5496,"2013-10-21","2018-11-13 21:21:04","n"
1139,,153,"Catallena","main","Med2XipHJJM",22772395,205103,"2014-03-11","2018-11-13 21:22:02","n"
1140,1139,153,"Catallena","dance","HxZvLRPF2j0",18063458,132900,"2014-03-18","2018-11-13 21:23:58","n"
1141,261,199,"Ringa Linga (Performance)","dance","Ho1y-4mXIL0",74815753,606488,"2013-11-07","2018-11-15 06:28:02","n"
1142,,68,"Michi Go","main","mrwnL62HObI",22925634,258473,"2013-04-19","2018-11-15 06:52:02","n"
1143,,68,"A boy","main","PMwWxmrQSGE",14180132,106777,"2009-11-11","2018-11-14 23:06:02","n"
1144,,68,"Butterfly","main","_k0GsfWrNh0",6731884,61777,"2009-10-23","2018-11-14 23:44:02","n"
1145,0,28,"This Love","main","6d_cUb6wRxU",9349971,54874,"2008-10-02","2018-11-13 21:24:02","n"
1146,0,28,"We belong together","main","bjTEMBB-mjY",14419924,69533,"2008-10-02","2018-11-13 21:26:02","n"
1147,880,28,"La-la-la","duplicate","JYmKVTutkVk",8418834,70157,"2009-08-26","2018-11-13 21:27:52","n"
1148,,170,"Gotta talk to U","main","Yki3X1pG3ZE",16155851,244579,"2013-08-18","2018-11-14 06:28:02","n"
1149,,170,"V.V.I.P.","main","ygkhxUItiUM",8669181,92619,"2011-01-20","2018-11-14 23:45:34","n"
1150,,43,"Flame","main","xntINgnZ5dc",2558746,31465,"2015-12-16","2018-11-13 21:28:01","n"
1151,,114,"Please don&#39;t","main","PdUiCJnRptk",46763100,451517,"2012-10-10","2018-11-15 06:10:01","n"
1152,,114,"You don&#39;t know love","main","alZ9hvgfIk4",24307473,244690,"2013-10-20","2018-11-15 06:41:05","n"
1153,,114,"Love Blossom","main","iRGOb6aKcgw",13083913,84615,"2013-04-03","2018-11-14 23:12:02","n"
1154,,114,"I Need You","main","vpOau9ZxQNY",8372974,46158,"2012-02-13","2018-11-14 23:46:02","n"
1155,,114,"Growing","main","rNX6vPKoMwo",1146333,15773,"2015-03-24","2018-11-14 23:47:43","n"
1156,,167,"Me You","main","nUYu7SFzhBQ",12032281,77575,"2015-04-22","2018-11-14 23:13:10","n"
1157,,167,"#LuvUHater","main","r4he0kjr-NE",976579,19318,"2015-04-08","2018-11-14 23:48:02","n"
1158,,167,"Body Language","main","8kdQmd5CNN4",6582817,42914,"2014-08-03","2018-11-14 23:48:08","n"
1159,0,167,"Story of someone I know","main","eVdjb3AtKpM",8887348,39218,"2013-08-01","2018-11-14 23:49:08","n"
1160,,167,"Break up dinner","main","3FowjIBQms4",3789110,17795,"2013-11-20","2018-11-14 23:50:02","n"
1161,,167,"Where Did You Sleep","main","Ve7ZWkXvdPU",3077621,11463,"2013-11-05","2018-11-14 23:51:05","n"
1162,,167,"맛좋은 산","main","_jx3qP9LiqI",2529868,10990,"2010-09-13","2018-11-15 16:09:25","n"
1163,,167,"Love Sick","main","N--lL_6ZBys",780074,3446,"2010-11-02","2018-11-15 16:12:02","n"
1164,,167,"가면 안돼","main","KyhNRnABBCM",526430,4072,"2011-04-29","2018-11-15 16:17:58","n"
1165,1146,28,"We belong together","alternate","_0Zt--jC8nk",2229321,19657,"2009-08-26","2018-11-13 21:29:26","n"
1166,125,78,"Gee","alternate","5VsSR2gf400",1077592,14357,"2011-06-02","2017-11-09 00:00:00","y"
1167,125,78,"Gee (Japanese Version)","alternate","mpoKx48WmEM",17705045,90842,"2012-04-03","2018-11-13 21:31:04","n"
1168,541,60,"UP&DOWN","alternate","1BbOnb2gNY4",20916570,128606,"2015-02-16","2018-11-13 21:32:02","n"
1169,0,75,"Officially Missing You, too","main","3J-0MJIlLeA",4557807,25595,"2012-10-31","2018-11-13 21:32:07","n"
1170,,178,"Diamond","main","9Kq9clHorf0",731031,12604,"2014-12-09","2018-11-13 21:33:20","n"
1171,1170,178,"Diamond","alternate","Wa8bUjwZdn4",493331,6059,"2014-12-09","2018-11-13 21:35:57","n"
1172,0,6,"24/7","main","kQwhjXE27XI",2634075,38217,"2013-01-16","2018-11-13 21:43:01","n"
1173,0,90,"Erase","main","rwNftbOCJKc",9561217,89734,"2014-11-19","2018-11-13 21:44:01","n"
1174,1173,90,"Erase","alternate","99eyHVG5Du0",15226711,120711,"2014-11-24","2018-11-13 21:45:15","n"
