#Videos: id, id_parent (main video id), id_artist (from Artist table), name, video type (main/alternate/duplicate/dance), youtube link ID, views, likes, publishedon, lastupdate, dead (y means it was removed from youtube)
1,0,101,"When would it be","main","o6HFiVaK15I",7810074,46708,"2014-10-30","2018-11-13 18:06:02","n"
2,0,100,"Not Spring,love or Cherry Blossoms","main","ouR4nn1G9r4",83673988,438132,"2014-04-07","2018-11-15 05:46:01","n"
3,0,98,"Good day","main","jeqdYqsrsA0",31159672,196615,"2011-02-07","2018-11-15 07:04:01","n"
4,3,98,"Good day","alternate","va193VEo5hk",1568437,11076,"2011-06-08","2018-11-13 18:09:27","n"
6,0,98,"You & I","main","f_iQRO5BdCM",23419077,158567,"2011-11-28","2018-11-15 07:09:25","n"
7,6,98,"You & I","duplicate","NJR8Inf77Ac",18362041,92905,"2011-12-05","2018-11-15 07:22:02","n"
8,0,98,"SOGYEOKDONG","main","GHu39FEFIks",7969598,45247,"2014-10-05","2018-11-15 11:02:02","n"
9,0,98,"The red shoes","main","Q0xvVgKJxfs",13966139,92537,"2013-10-07","2018-11-14 23:55:47","n"
10,9,98,"The red shoes","alternate","js3PTlQFakk",1873278,16634,"2013-10-20","2018-11-13 18:18:02","n"
12,0,98,"Naui Yetnal Iyagi","main","npttud7NkL0",17651693,99672,"2014-05-15","2018-11-15 07:24:01","n"
14,0,98,"Friday (ft Jang Yi-jeong)","main","EiVmQZwJhsA",27901971,138766,"2013-12-19","2018-11-15 07:12:01","n"
16,17,77,"Darling","duplicate","JP9NuaxhgcM",5075558,49133,"2014-07-13","2018-11-13 18:19:49","n"
17,0,77,"Darling","main","QB4dQcxgJPY",42176925,173686,"2014-07-13","2018-11-14 17:14:02","n"
22,0,77,"Something","main","akPDKYwIoVk",27273523,168246,"2014-01-02","2018-11-13 18:22:01","n"
23,22,77,"Something","duplicate","JO7qQ7peKeM",16456508,137861,"2014-01-02","2018-11-13 18:27:02","n"
24,22,77,"Something","alternate","zVO5xTAbxm8",17779268,183645,"2014-01-16","2018-11-13 18:31:04","n"
25,22,77,"Something","duplicate","Gdma5UiMaEQ",12775403,97005,"2014-01-16","2018-11-13 18:32:02","n"
29,0,77,"Female President","main","xF3MC8PWgJE",24708926,116254,"2013-06-23","2018-11-13 18:41:04","n"
30,29,77,"Female President","alternate","U8ybc5lM4DM",8162752,51861,"2013-06-28","2018-11-13 18:44:07","n"
31,29,77,"Female President","duplicate","v0f9ifrDSp8",7764732,42975,"2013-06-23","2018-11-13 18:46:01","n"
34,35,77,"Expectation","duplicate","iUtGJtyoIfg",9339501,68962,"2013-03-13","2018-11-13 18:52:01","n"
35,0,77,"Expectation","main","t8YXut6_56c",38803614,173235,"2013-03-13","2018-11-14 16:43:06","n"
36,35,77,"Expectation","alternate","fqR2HGkjFCA",26022063,149528,"2013-03-17","2018-11-13 11:00:02","n"
40,41,77,"Don&#39;t Forget Me","duplicate","w2S7ljcA7NM",3104968,24952,"2012-10-25","2018-11-13 18:59:08","n"
41,0,77,"Don&#39;t Forget Me","main","_H7ZG7yk5Wo",12998922,70302,"2012-10-25","2018-11-13 19:04:02","n"
43,0,77,"Twinkle Twinkle","main","DWpl2CaCnVA",15923253,83207,"2011-03-15","2018-11-13 19:06:02","n"
44,43,77,"Twinkle Twinkle","duplicate","EEEIN-mtN6c",3463506,16743,"2011-03-17","2018-11-13 19:08:01","n"
46,0,174,"Give It To Me","main","p6XLNsJ9YrA",51063392,212874,"2013-06-10","2018-11-15 09:56:02","n"
47,46,174,"Give It To Me","dance","jOBE9QSO9II",11282100,52511,"2013-06-19","2018-11-13 19:10:02","n"
52,0,174,"Loving U","main","oL2AlXWVbKU",35987278,148163,"2012-06-27","2018-11-15 20:12:01","n"
53,52,174,"Loving U","dance","RK_TkMWTdiw",12741430,54488,"2012-07-02","2018-11-13 19:11:05","n"
58,0,174,"Alone","main","E0ZHXVp_wUE",90077524,307866,"2012-04-11","2018-11-15 09:45:40","n"
63,0,174,"So Cool","main","Pj3q0ZChgFE",60027619,186983,"2011-08-08","2018-11-15 09:16:01","n"
64,63,174,"So Cool","dance","UNAVw-Sbp1U",9395256,28474,"2011-08-18","2018-11-13 19:14:01","n"
65,0,175,"Gone not around any longer","main","JtVhwsACgTw",36413708,164654,"2013-01-30","2018-11-12 20:10:02","n"
66,65,175,"Gone not around any longer","dance","DY6vTTGNc64",2294484,19517,"2013-02-07","2018-11-13 19:16:02","n"
75,1057,174,"Touch my Body","duplicate","Q33SoblaZbU",18589847,141371,"2014-07-20","2018-11-13 19:20:02","n"
76,1057,174,"Touch my Body","dance","5IT2rFeF6XQ",22371448,88581,"2014-07-21","2018-11-13 19:22:02","n"
85,0,174,"I Swear","main","ktEEjk3Xy3s",23532799,130576,"2014-08-25","2018-11-13 19:24:01","n"
86,85,174,"I Swear","duplicate","8PrNPhVexE4",22518102,133951,"2014-08-25","2018-11-13 19:26:02","n"
87,85,174,"I Swear","dance","QFiAaqY2RpE",9726232,47883,"2014-08-26","2018-11-13 19:29:29","n"
93,0,174,"How Dare You","main","DQ1hvB_L30o",10428540,35765,"2010-12-02","2018-11-13 19:32:02","n"
94,93,174,"How Dare You","alternate","_P4nqBfQguU",1283858,4263,"2010-12-09","2018-11-13 19:33:01","n"
95,0,174,"Shady Girl","main","7VpLniRbPI8",6868027,31068,"2010-08-24","2018-11-13 19:34:01","n"
96,95,174,"Shady Girl","alternate","znvqT0HL4p8",1489508,4960,"2010-09-15","2018-11-13 19:36:02","n"
97,0,180,"Some","main","Y-FhDScM_2w",59157161,368553,"2014-02-06","2018-11-13 19:38:01","n"
102,0,117,"PANDORA","main","g0XpNvLWimo",35413006,139021,"2012-08-21","2018-11-15 17:02:01","n"
103,102,117,"PANDORA","alternate","IwzsrDrVHyY",4945564,22068,"2012-09-06","2018-11-13 19:40:02","n"
104,0,117,"Jumping","main","SweXhOQPMdM",5080214,0,"2011-02-19","2018-11-13 19:41:04","n"
106,0,117,"MR. (japanese)","main","s2EQm6WPMHs",30390972,0,"2011-03-06","2018-11-13 12:38:07","n"
107,122,117,"STEP","duplicate","rFMRMPE_jdY",2466249,0,"2011-09-22","2018-11-13 19:43:04","n"
108,0,117,"Damaged Lady","main","_vHw17-zFa4",15012685,78673,"2013-09-01","2018-11-13 19:46:02","n"
117,0,114,"Day 1","main","9KVVPxexz1c",22464006,146310,"2014-06-25","2018-11-15 06:55:18","n"
118,117,114,"Day 1","alternate","mirU5JFmNNk",364309,6140,"2014-06-29","2018-11-14 23:25:06","n"
122,,117,"STEP","main","zYoYoBtLqOY",89535057,0,"2011-09-05","2018-11-15 09:46:01","n"
123,,78,"Bad Girl","main","9gQs7damTIE",17250889,111292,"2011-08-10","2018-11-13 19:46:07","n"
124,,78,"The Boys","main","6pA_Tou-DPI",206893541,1156525,"2011-10-18","2018-11-15 05:38:01","n"
125,0,78,"Gee","main","U7mPqycQ0tQ",218832034,1149968,"2009-06-08","2018-11-15 05:54:02","n"
126,166,78,"Visual Dreams","duplicate","fSQwCK_8VSM",3502687,11846,"2011-01-18","2018-11-13 19:47:29","n"
127,,78,"Chocolate Love","main","A2NkGHkqDZk",11699923,50605,"2009-10-21","2018-11-13 19:48:02","n"
128,,78,"Oh!","main","TGbwL8kSpEk",115088149,485288,"2010-01-26","2018-11-15 09:32:01","n"
129,,78,"Run Devil Run","main","q_gfD3nvh-8",97137646,463859,"2010-03-16","2018-11-15 09:42:02","n"
130,,78,"All my love is for you","main","kKAnYWNnYW8",29041018,228522,"2012-09-03","2018-11-13 17:19:40","n"
131,128,78,"Oh! (Japanese)","alternate","tXZWudcVzEg",41256419,202441,"2012-09-13","2018-11-14 16:26:01","n"
132,,78,"Paparazzi","main","IUqP1xzRZkw",57702726,332610,"2012-06-14","2018-11-15 09:11:05","n"
133,0,79,"Twinkle","main","JmM04_OgajU",82054575,469039,"2012-04-30","2018-11-15 09:49:02","n"
134,142,78,"Mr. Taxi (japanese)","duplicate","Fzr2Nv8NTEE",26498712,141201,"2012-04-03","2018-11-14 22:54:01","n"
135,,78,"I got a boy","main","wq7ftOZBy0E",213881059,1396100,"2012-12-31","2018-11-15 09:19:17","n"
136,0,78,"Hoot","main","F4-SxcCO5d0",43975602,208599,"2010-10-27","2018-11-14 17:11:05","n"
137,0,78,"Time Machine (Japanese)","main","fj-857Q_zEU",10804474,91336,"2012-04-03","2018-11-14 22:56:02","n"
138,137,78,"Time Machine (Japanese)","duplicate","Dhx_R3YtcuM",2360854,0,"2012-03-18","2018-11-14 22:58:02","n"
139,132,78,"Paparazzi","alternate","c3-pUNhYORw",33069280,137005,"2012-06-22","2018-11-13 12:10:07","n"
140,132,78,"Paparazzi","duplicate","ZXMzPTF6HYM",9158767,62397,"2012-06-14","2018-11-14 22:59:24","n"
141,128,78,"Oh! (Japanese)","alternate","bXf5huCVSGE",8332195,45771,"2012-09-18","2018-11-14 23:00:02","n"
142,0,78,"Mr. Taxi (japanese)","main","fhseD2tRLUY",137779094,0,"2011-04-25","2018-11-15 09:26:02","n"
143,0,78,"Dancing Queen","main","EXZxc8GSXnI",50736669,277253,"2012-12-21","2018-11-14 09:50:02","n"
144,176,78,"Genie (Japanese)","alternate","fYP_3QEb5Yk",21442568,98992,"2012-04-03","2018-11-14 23:01:06","n"
147,0,78,"The Boys (english)","main","YFbyh0wzTS0",16586161,140823,"2011-10-21","2018-07-06 00:00:00","y"
148,129,78,"Run Devil Run","alternate","Us4cHzPlEU4",1734063,15353,"2011-07-06","2017-11-09 00:00:00","y"
149,127,78,"Chocolate Love","duplicate","ArYr3ItLpso",4176840,27034,"2011-07-08","2017-11-09 00:00:00","y"
150,128,78,"Oh!","alternate","WsOjN06sSc0",1054277,11475,"2011-07-06","2017-11-09 00:00:00","y"
151,152,78,"Love & Girls","duplicate","6cW9WjBTHU8",2686268,37937,"2013-06-23","2018-11-14 23:02:02","n"
152,0,78,"Love & Girls (japanese)","main","6ex1YkDXelo",23433397,148221,"2013-06-04","2018-11-14 23:02:07","n"
153,0,78,"Flower Power (japanese)","main","jG1cIlM1juw",43516335,227164,"2012-10-31","2018-11-14 17:13:20","n"
154,0,78,"Galaxy Supernova (japanese)","main","Z6FPJOgfCkc",57765116,295024,"2013-09-04","2018-11-15 09:24:01","n"
155,,78,"My oh My","main","RQy54gw-pls",41512167,258159,"2013-11-04","2018-11-14 16:25:40","n"
156,,78,"Mr.Mr.","main","Z8j_XEn9b_8",78557356,647906,"2014-02-28","2018-11-15 09:53:08","n"
157,124,78,"The Boys","dance","XbDc7T8V3nQ",7877549,43924,"2012-03-19","2018-11-15 15:34:02","n"
166,0,78,"Visual Dreams","main","jBxW22JLUmg",10382559,50354,"2011-01-18","2018-11-15 15:36:02","n"
167,128,78,"Oh!","dance","S7SYWFeaSqc",11757388,49397,"2010-02-04","2018-11-15 15:38:01","n"
168,129,78,"Run Devil Run","duplicate","MON0BrDxOuw",6957720,43193,"2010-03-30","2018-11-15 15:40:01","n"
172,136,78,"Hoot","alternate","PfPWxK1BQFI",19381804,69757,"2010-11-16","2018-11-15 15:42:02","n"
176,0,78,"Genie (japanese)","main","6SwiSpudKWI",56638663,311646,"2010-02-25","2018-11-15 09:40:02","n"
178,153,78,"Flower Power (japanese)","alternate","-28kGJ-w8Sg",9882944,72546,"2012-10-31","2018-11-15 15:44:02","n"
179,156,78,"Mr.Mr.","dance","DMNcXwxQA7Q",40401455,300281,"2014-03-30","2018-11-14 16:32:01","n"
184,0,37,"Abracadabra","main","ofwFr8o8p0Y",33875567,166394,"2010-08-20","2018-11-13 11:57:32","n"
185,184,37,"Abracadabra","alternate","o4wJGWcHzVA",23164098,105200,"2010-08-21","2018-11-15 15:45:26","n"
186,187,37,"Kill Bill","duplicate","8taPqxNjiz4",632222,11514,"2013-07-28","2018-11-15 15:46:01","n"
187,0,37,"Kill Bill","main","JEWpCzdqs80",5244872,48715,"2013-08-02","2018-11-15 15:48:02","n"
188,,7,"Love Tension","main","omRLij2knRk",9567053,61220,"2012-08-06","2018-11-15 15:49:26","n"
189,,7,"Volume Up","main","qsWl1--Niyg",35990442,244678,"2012-04-08","2018-11-12 20:12:07","n"
190,,7,"Ready Go","main","gy13NPM4rMs",12882982,58597,"2011-11-14","2018-11-15 15:50:02","n"
191,,7,"WHY","main","bqYWpzb65rE",9558884,37594,"2011-02-08","2018-11-15 15:52:01","n"
192,,7,"I My Me Mine","main","OGvwy3qhjDM",25487725,84667,"2010-07-04","2018-11-15 15:53:09","n"
193,,7,"HuH","main","kRbIZtUS2Ag",25789131,102694,"2010-05-20","2018-11-15 15:56:02","n"
194,,7,"Heart to Heart","main","h97jt1XtnGQ",18760220,104298,"2011-03-28","2018-11-15 15:58:02","n"
195,,7,"Mirror Mirror","main","1fOG_wcV_oU",13957577,61410,"2011-04-04","2018-11-15 15:59:43","n"
196,,7,"Whatcha Doin&#39; Today","main","4xLFxfXWDUk",23769362,173806,"2014-03-16","2018-11-15 16:00:01","n"
197,,7,"Is It Poppin&#39;?","main","DRSRpXPZVdM",26183208,137680,"2013-06-27","2018-11-15 16:01:06","n"
198,,7,"What&#39;s Your Name","main","H-IJWqIHioA",38614857,216677,"2013-04-25","2018-11-14 16:44:02","n"
199,0,93,"RED","main","oTXCgR93zC8",74792105,442705,"2014-07-27","2018-11-15 07:28:02","n"
200,,7,"Hot Issue","main","nPPKwg5eQ4o",25491388,92568,"2010-05-11","2018-11-15 16:02:01","n"
201,,7,"First","main","P1L8k4KXmbs",7607229,29517,"2010-10-21","2018-11-15 16:04:02","n"
202,,7,"What A Girl Wants","main","f07vXjZkfjk",5591491,21414,"2010-03-29","2018-11-15 16:06:01","n"
203,,93,"Change","main","G6JppjQSTh8",32504119,175264,"2013-01-27","2018-11-15 07:01:05","n"
204,,93,"Bubble Pop!","main","bw9CALKOvAI",136459645,543677,"2011-07-04","2018-11-15 07:21:05","n"
205,,93,"Ice Cream","main","QlWZluzBNxM",106651525,448564,"2012-10-21","2018-11-15 07:23:37","n"
206,,65,"Electric Shock","main","n8I8QGFA1oM",117530874,691226,"2012-06-11","2018-11-15 09:29:42","n"
207,196,7,"Whatcha Doin&#39; Today","dance","0K1fWppGvgk",12699019,73108,"2014-03-24","2018-11-15 16:07:46","n"
208,196,7,"Whatcha Doin&#39; Today","alternate","pv5bD2w456Q",478733,6773,"2014-04-03","2018-11-15 16:08:02","n"
209,198,7,"What&#39;s Your Name","dance","t2NIqgjGri4",3290326,22310,"2013-04-28","2018-11-15 16:10:02","n"
210,204,93,"Bubble Pop!","dance","uf0iPEjcM44",10134293,46740,"2011-07-11","2018-11-15 10:14:01","n"
211,199,93,"Red","dance","eexwtJ3YHgQ",13541760,92811,"2014-08-03","2018-11-14 23:59:20","n"
212,,7,"Muzik","main","aNYImwBU4f4",15058930,48826,"2010-04-02","2018-11-15 16:11:47","n"
218,194,7,"Heart to Heart (Japanese)","alternate","M-XXJJFZcXg",4682595,25188,"2011-08-15","2018-11-15 16:14:01","n"
221,,65,"Red Light","main","iv-8-EgPEY0",41818893,423379,"2014-07-02","2018-11-14 16:24:01","n"
222,,65,"Rum Pum Pum Pum","main","xnku4o3tRB4",53384311,424022,"2013-07-24","2018-11-15 09:01:06","n"
223,,65,"Nu Abo","main","E8ZrPFMr_nY",31094516,166361,"2010-05-04","2018-11-15 16:16:02","n"
224,,65,"LA chA TA","main","H7MHZpSNJQc",15368458,92243,"2009-09-02","2018-11-15 16:18:02","n"
227,,65,"Chu","main","Cnz2n5VcV4Q",15937482,95673,"2009-11-05","2018-11-15 16:19:25","n"
228,,65,"Danger","main","kKS12iGFyEA",42039428,197996,"2011-04-18","2018-11-14 17:15:21","n"
230,,65,"Hot Summer","main","z-rftpZ7kCY",51229308,289546,"2011-06-17","2018-11-15 09:20:02","n"
244,0,158,"Gangnam Style","main","9bZkp7q19f0",3237522744,15010640,"2012-07-15","2018-11-15 04:21:05","n"
245,244,158,"Gangnam Style (alt.)","alternate","CH1XGdu-hzQ",84555534,272044,"2012-10-23","2018-11-15 06:01:05","n"
251,0,159,"Oppa Is Just My Style | 오빤 딱 내 스타일","main","wcLNteez3c4",728685978,2080028,"2012-08-14","2018-11-15 19:26:02","n"
252,,158,"Gentleman","main","ASO_zypdnsQ",1200027205,5091124,"2013-04-13","2018-11-15 04:46:01","n"
255,0,160,"Hangover","main","HkMNOlYcpHg",321994338,1849233,"2014-06-08","2018-11-15 08:16:01","n"
256,0,73,"Good Boy","main","1ZRb1we80kM",221360233,1667033,"2014-11-20","2018-11-15 05:34:02","n"
258,0,199,"1AM","main","flVkp4S8CMc",20293803,206462,"2014-06-09","2018-11-15 06:00:02","n"
260,0,68,"WHO YOU?","main","doFK7Eanm3I",102918024,612098,"2013-11-13","2018-11-15 06:19:01","n"
261,0,199,"Ringa Linga","main","UJfZ69MSlvY",101876161,823767,"2013-11-09","2018-11-15 06:23:41","n"
262,0,68,"Crooked","main","RKhsHGfrFmY",149507724,1024385,"2013-09-04","2018-11-15 05:35:40","n"
263,0,68,"Coup d&#39;etat","main","C8T6771Sdj8",30029280,353920,"2013-09-01","2018-11-15 06:21:05","n"
264,0,68,"Crayon","main","t3ULhmadHkg",61404705,606589,"2012-09-16","2018-11-15 06:46:02","n"
267,,28,"Monster","main","btDd9rOlc2k",80996350,546431,"2012-06-02","2018-11-15 08:09:00","n"
268,,28,"Fantastic Baby","main","AAbokV76tkU",371646650,2345363,"2012-03-06","2018-11-15 04:49:06","n"
278,,28,"Bad Boy","main","1qnV55LUFVM",130167211,764252,"2012-02-28","2018-11-15 08:35:25","n"
282,0,28,"Blue","main","2GRP1rkE4O0",128561846,758045,"2012-02-21","2018-11-15 05:42:01","n"
284,,28,"Love Song","main","IKZEmLvYVF0",50367048,344245,"2011-04-13","2018-11-15 08:34:01","n"
285,,28,"Tonight","main","8d5QEWdHchk",72810500,406426,"2011-02-28","2018-11-15 08:31:05","n"
286,285,28,"Tonight","dance","Ky0aN5VpZ94",12819851,81295,"2011-03-03","2018-11-15 14:10:02","n"
288,,170,"What can I do","main","8QZo5Ji43u8",18840436,167281,"2011-01-20","2018-11-15 06:09:28","n"
289,1049,199,"Wedding Dress","duplicate","6uthxUVMcYw",11798210,62502,"2009-11-16","2018-11-14 23:15:52","n"
290,0,199,"Where U At","main","BnUEC_z-ops",13588055,67405,"2009-10-14","2018-11-14 23:10:01","n"
291,0,199,"Only look at me","main","3bRrGsNymUI",14247495,88543,"2009-08-26","2018-11-14 23:05:13","n"
292,877,28,"Haru Haru","duplicate","8OAQ6RuYFGE",11634843,63293,"2009-08-26","2018-11-15 14:12:02","n"
293,876,28,"Lies","duplicate","NeDeZUqNiVo",14635234,87831,"2009-08-26","2018-11-15 14:14:02","n"
294,,28,"Last Farewell","main","ScorpVvqLwo",29407436,134100,"2009-08-26","2018-11-15 14:14:07","n"
295,294,28,"Last Farewell","duplicate","PQ3gphHww1Q",5506956,40987,"2009-08-26","2018-11-15 14:16:01","n"
296,,189,"MAMACITA","main","q_krT35dgDM",74847711,915694,"2014-08-28","2018-11-15 08:22:01","n"
297,,189,"THIS IS LOVE","main","utmykx9RUEw",24760219,293375,"2014-10-22","2018-11-15 14:18:02","n"
298,,189,"Mr. Simple","main","r6TwzSGYycM",154916879,1050207,"2011-08-03","2018-11-15 05:58:01","n"
299,,189,"Bonamana","main","tSOSxwEWFA4",106015266,552695,"2010-05-11","2018-11-15 08:54:01","n"
300,,189,"Evanesce","main","dzhOqwF8qHg",15024570,207708,"2014-10-27","2018-11-15 14:18:07","n"
301,0,191,"Break Down","main","e_Nz8t3vNo8",35215879,298543,"2013-01-06","2018-11-15 10:50:02","n"
302,,189,"Sexy, Free & Single","main","gWIkiI_UmeE",65338653,517100,"2012-07-02","2018-11-15 08:48:02","n"
303,,189,"Sorry, Sorry","main","x6QA3m58DQw",97997452,638055,"2009-06-07","2018-11-14 08:58:02","n"
304,296,189,"Mamacita","duplicate","TYiIpocQxL8",3185651,124277,"2014-09-05","2018-11-15 14:20:01","n"
305,,189,"Spy","main","4GpJHF0WyAE",36013018,295467,"2012-08-12","2018-11-14 17:05:16","n"
306,,189,"A-cha","main","GvTaLTTanJc",34736147,231860,"2011-09-26","2018-11-14 19:54:01","n"
307,,189,"It&#39;s You","main","7ErgffP0wVw",30929495,183371,"2009-06-08","2018-11-15 11:10:02","n"
308,0,191,"Super Girl","main","pit7RS4mPI0",36907841,145985,"2009-09-14","2018-11-14 17:03:15","n"
309,,189,"Superman","main","IdFeKj798hU",19851565,158760,"2011-08-26","2018-11-15 18:12:02","n"
310,298,189,"Mr. Simple","alternate","A-aOZ9UDVco",6076836,34099,"2011-12-20","2018-11-15 18:13:45","n"
315,303,189,"Sorry Sorry","alternate","AAWqnA8PdcY",21279713,79895,"2009-06-08","2018-11-15 18:14:01","n"
325,305,189,"Spy","alternate","qFz1uK_8i9A",1732942,35971,"2012-08-17","2018-11-15 18:16:01","n"
330,306,189,"A-cha","alternate","SH5kRtB8dHg",2273146,27625,"2011-09-28","2018-11-15 18:17:05","n"
341,,4,"Gotta be you","main","zdKTgwffmdo",44945209,424138,"2014-05-20","2018-11-14 17:10:01","n"
342,,4,"Come Back Home","main","vLbfv-AAyvQ",75561459,714670,"2014-03-02","2018-11-15 09:59:25","n"
343,,4,"Missing You","main","AG0jlKdB1s0",37051722,358118,"2013-11-20","2018-11-14 17:17:22","n"
344,,4,"Do you love me","main","HRTb81FpWq0",22568724,220660,"2013-08-07","2018-11-15 16:21:05","n"
345,,4,"Falling in Love","main","zEVd9pSG85Q",61660754,459007,"2013-07-07","2018-11-15 09:10:02","n"
346,0,44,"The Baddest Female","main","7LP4foN3Xs4",42280605,461808,"2013-05-27","2018-11-15 07:47:33","n"
347,,4,"I love you","main","LUrUPzLm5SI",65946963,452426,"2012-07-06","2018-11-15 09:27:01","n"
348,0,4,"Ugly","main","NGe0hHvAGkc",36925938,232518,"2011-07-27","2018-11-12 20:06:07","n"
349,,4,"Hate you","main","NB5jyYD2WEw",33962826,247464,"2011-07-20","2018-11-15 16:22:01","n"
350,,4,"Lonely","main","5n4V3lGEyG4",69725989,416664,"2011-05-11","2018-11-15 09:06:02","n"
351,0,154,"Don&#39;t Cry","main","ypit0NcNV-8",17335999,146517,"2011-04-20","2018-11-15 07:33:35","n"
352,,154,"Can&#39;t Nobody (english version)","main","KQEabAesufg",13171363,109905,"2011-04-07","2018-11-15 10:00:01","n"
353,,4,"Don&#39;t stop the music","main","J5ekB4l-6wg",37669859,135541,"2010-12-02","2018-11-14 16:48:02","n"
354,,4,"It Hurts","main","aUiMaz4BNKw",31203651,215542,"2010-10-31","2018-11-15 16:26:02","n"
355,,4,"Can&#39;t Nobody","main","Ihi_kJJj_8A",38891377,184152,"2010-09-11","2018-11-14 16:41:05","n"
356,,4,"Go Away","main","3yW13T2sfKg",44997354,234957,"2010-09-09","2018-11-14 17:09:18","n"
357,,4,"Clap your hands","main","ZTw-UM5Jy4E",29372603,146567,"2010-09-08","2018-11-15 16:31:20","n"
358,1344,4,"Fire","duplicate","I3tuZF1qizQ",1832775,29562,"2010-09-05","2018-11-15 16:33:26","n"
359,0,4,"Fire (Street ver)","main","49AfuuRbgGo",26205198,170795,"2010-09-05","2018-11-15 16:34:02","n"
360,347,4,"I Love You Dance Practice","dance","ZZEiDiDhlpI",12580750,89183,"2012-07-10","2018-11-15 16:38:02","n"
369,345,4,"Falling in love","dance","gceDuSLvCPU",10268309,88532,"2013-07-11","2018-11-15 16:40:01","n"
378,342,4,"Come Back Home","dance","0RUvealeXZ0",24331344,206969,"2014-03-13","2018-11-15 16:43:22","n"
400,346,44,"The Baddest Female","dance","5OzAqfboJ9k",3330908,46789,"2013-06-06","2018-11-15 18:24:02","n"
406,341,4,"Gotta be you","dance","9Lk6lnTS5sU",5705287,59681,"2014-03-17","2018-11-15 16:44:02","n"
410,344,4,"Do you love me","dance","gwVWMmcM7HQ",6764110,73084,"2013-08-06","2018-11-15 16:47:05","n"
415,,4,"I am the best","main","j7_lSP8Vc3o",223055472,1451254,"2011-06-27","2018-11-15 05:23:41","n"
416,415,4,"I am the best","dance","fl19JYqW6MI",21496566,153039,"2011-06-30","2018-11-15 16:48:02","n"
420,,219,"Like Monkey ft. Akon","main","quE6Cq4Q2bs",13332315,127476,"2012-07-09","2018-11-15 16:52:01","n"
421,0,219,"Like This","main","7EZTUYwjWBs",31867322,182460,"2012-06-02","2018-11-15 16:54:02","n"
423,,219,"Be My Baby","main","3fy4cqWMhyI",43728266,205939,"2011-11-06","2018-11-14 17:12:02","n"
424,0,219,"Nobody (english version)","main","BA7fdSkp8ds",71162296,246183,"2009-07-27","2018-11-15 09:00:02","n"
425,,219,"Nobody (Korean version)","main","QZBn1e9pr2Q",10990155,70652,"2008-12-14","2018-11-15 16:56:02","n"
429,421,219,"Like This","dance","E38Cdod47Zc",10548406,59796,"2012-06-05","2018-11-15 16:59:39","n"
431,420,219,"Like Money","dance","4wzRRTXSGHo",7959564,50007,"2012-09-04","2018-11-15 17:00:02","n"
432,,172,"Dream Girl","main","vhxjEXDAy6s",21026223,224669,"2013-02-19","2018-11-15 18:57:42","n"
433,,172,"Sherlock","main","8kyG5tTZ1iE",37786058,344663,"2012-03-22","2018-11-14 16:16:02","n"
434,433,172,"Sherlock","dance","e0HYZxIzj8s",8452938,83144,"2012-03-22","2018-11-15 18:58:02","n"
435,433,172,"Sherlock","alternate","N8VRaGe3Cqs",9259077,95845,"2012-03-25","2018-11-15 18:59:56","n"
436,432,172,"Dream Girl","duplicate","EzNaAY2yn6g",3866543,62103,"2013-02-19","2018-11-15 19:00:01","n"
437,,172,"Everybody","main","hKbNV-4b_g8",38723003,395407,"2013-10-10","2018-11-14 15:50:01","n"
438,437,172,"Everybody","dance","GUf7hbpmFLg",12717979,166476,"2013-10-21","2018-11-15 19:01:13","n"
439,0,198,"Danger","main","UF8m2JIDjKU",24218907,331591,"2014-08-15","2018-11-15 06:42:02","n"
440,439,198,"Danger","dance","CGvWxSVm9QE",7756504,114190,"2014-09-01","2018-11-14 23:26:02","n"
441,0,109,"Crazy (Guilty Pleasure)","main","6yIDkbbdOoE",8757689,199664,"2015-01-08","2018-11-14 23:28:01","n"
451,0,205,"Trouble Maker","main","s-zRAQmKUkI",82492399,509310,"2011-11-30","2018-11-15 19:28:02","n"
454,0,205,"Now","main","6pw972Kl3L0",42376369,349307,"2013-10-27","2018-11-15 19:31:05","n"
455,454,205,"Now","dance","LNHN8nysr1Y",10221819,92078,"2013-11-18","2018-11-15 19:32:02","n"
458,454,205,"Now","duplicate","rmbvqYvpKXo",8475816,122794,"2013-11-03","2018-11-15 19:34:01","n"
460,,26,"Good Luck","main","Hs8QGv2VqJA",36606746,312295,"2014-06-15","2018-11-14 17:04:01","n"
461,,26,"Shadow","main","7Y3ZRYQl4Qo",26435407,200677,"2013-07-18","2018-11-15 19:02:02","n"
462,,26,"Beautiful Night","main","ckIGhwQtd-c",47864485,328300,"2012-07-21","2018-11-14 08:35:30","n"
463,,26,"Beautiful","main","Ur7mtOA1ST4",32331503,177325,"2010-11-15","2018-11-15 11:06:02","n"
464,,26,"Breath","main","HTbC1UsBtek",28967727,146246,"2010-09-29","2018-11-15 19:04:01","n"
465,0,26,"Shock","main","JXxGo1MvNls",25445419,129802,"2010-07-26","2017-05-27 00:00:00","y"
466,,26,"Bad Girl","main","fA_rXpyF67s",22262511,116401,"2010-07-15","2018-11-15 19:06:01","n"
469,0,18,"LUV","main","8dVjSvLzD1I",55583513,267437,"2014-11-23","2018-11-15 09:50:02","n"
470,,18,"Mr.Chu","main","K5H-GvnNz2Y",56586394,273224,"2014-03-30","2018-11-15 09:48:02","n"
